sector,revenue_million,revenue_growth_rate,burn_rate_million,runway_months,funding_rounds,team_size,founder_experience_years,has_technical_cofounder,product_traction_users,customer_growth_rate,enterprise_customers,market_size_billion,business_model,geography,investor_type,founder_background,outcome
Other,0.0,,5.0,0.0,0,149,7,0,24166,,9,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,241,10,0,27570,,19,250,Subscription,Middle East,none,ex_bigtech,Failure
Other,0.0,120.0,0.0,0.0,1,99,9,0,28240,81.0,11,100,Subscription,Other,tier2_vc,serial_founder,Acquisition
SaaS,9.6,120.0,24.0,3.6,1,19,10,1,138648,86.0,97,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,6.0,120.0,24.0,3.6,1,210,0,1,130726,75.7,52,100,Subscription,North America,tier2_vc,serial_founder,Acquisition
Other,5.75,120.0,23.0,3.6,1,255,21,1,120765,93.4,48,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,74,21,1,102462,,71,250,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,15.4,63.7,6.81,2.6,3,256,5,1,595119,36.0,416,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,1.25,120.0,5.0,3.6,1,246,12,1,150204,116.6,60,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.0,120.0,0.0,0.0,1,196,23,1,137982,138.8,55,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,25,16,1,95011,,38,100,Subscription,North America,none,academic,Failure
Other,0.0,,5.0,0.0,0,67,20,0,84566,,33,100,Subscription,Other,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,288,2,1,23966,,9,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,228,16,1,111708,,78,250,Subscription,Europe,none,first_time,Acquisition
Health,0.0,,5.0,0.0,0,41,14,0,118838,,47,350,Subscription,North America,none,ex_bigtech,IPO
Other,0.0,,5.0,0.0,0,52,6,0,194536,,77,100,Subscription,North America,none,academic,IPO
SaaS,0.0,120.0,0.0,0.0,1,129,24,1,142245,95.6,99,250,Subscription,North America,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,30,17,0,46091,,32,250,Subscription,North America,none,serial_founder,IPO
Other,0.0,120.0,0.0,0.0,1,7,5,0,60633,111.1,24,100,Subscription,North America,tier2_vc,ex_bigtech,Failure
Other,0.0,,5.0,0.0,0,293,13,0,26279,,10,100,Subscription,Other,none,academic,Acquisition
SaaS,8.41,120.0,21.02,3.6,1,246,24,1,154508,101.1,108,250,Subscription,Europe,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,276,18,1,37502,,26,250,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,96,7,1,188871,,75,100,Subscription,Other,none,academic,Acquisition
SaaS,8.0,120.0,20.0,3.6,1,90,11,1,184273,80.7,128,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,12.95,240.0,32.38,1.4,2,284,0,0,379632,168.6,265,250,Subscription,Other,tier2_vc,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,170,22,1,128730,,90,250,Subscription,North America,none,first_time,IPO
SaaS,0.0,,5.0,0.0,0,68,13,0,116752,,81,250,Subscription,North America,none,first_time,Acquisition
Other,0.9,102.8,1.54,3.7,2,234,20,1,280988,90.7,112,100,Subscription,North America,tier1_vc,first_time,Failure
Health,0.76,204.7,3.24,0.9,2,67,13,0,228142,171.2,91,350,Subscription,North America,none,academic,Acquisition
Health,8.0,120.0,40.0,3.6,1,295,12,1,89912,98.6,35,350,Subscription,North America,tier2_vc,first_time,Failure
Health,2.28,120.0,11.4,3.6,1,253,23,0,167443,104.0,66,350,Subscription,Europe,tier2_vc,serial_founder,Failure
Other,0.0,,5.0,0.0,0,48,13,0,26790,,10,100,Subscription,Other,none,serial_founder,Acquisition
SaaS,8.0,120.0,20.0,3.6,1,259,22,0,42268,96.7,29,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,5.0,120.0,20.0,3.6,1,267,24,0,40462,81.9,16,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,252,2,0,167809,,67,100,Subscription,Other,none,ex_bigtech,Failure
SaaS,0.0,,5.0,0.0,0,264,6,1,81408,,56,250,Subscription,North America,none,academic,Acquisition
SaaS,1.08,120.0,2.7,3.6,1,41,24,1,54175,105.5,37,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,55,23,0,84247,,33,100,Subscription,North America,none,first_time,Acquisition
SaaS,1.04,115.5,0.83,6.0,3,92,11,1,230661,67.6,161,250,Subscription,Europe,tier2_vc,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,88,3,0,110053,,44,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,117,5,1,148573,,59,100,Subscription,North America,none,first_time,IPO
Other,0.25,120.0,1.0,3.0,1,36,6,1,27268,97.6,10,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,1.88,117.1,3.66,1.5,2,20,2,1,189510,100.0,75,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.28,120.0,0.7,2.1,1,115,13,1,76749,100.0,53,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,7.0,120.0,17.5,3.6,1,78,0,0,45216,62.0,31,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Other,4.35,120.0,17.4,3.6,1,42,11,1,198742,110.7,79,100,Subscription,North America,tier2_vc,first_time,Failure
SaaS,6.8,120.0,17.0,3.6,1,149,6,1,108190,120.3,75,250,Subscription,North America,tier1_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,178,15,1,55806,,22,100,Subscription,Other,none,serial_founder,Failure
SaaS,6.64,120.0,16.6,3.6,1,9,17,1,64511,108.6,45,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,4.0,120.0,16.0,3.6,1,43,13,0,61161,115.9,24,100,Subscription,North America,tier2_vc,ex_bigtech,Failure
SaaS,5.6,120.0,14.0,3.6,1,6,21,0,56554,60.3,39,250,Subscription,Other,tier2_vc,academic,Acquisition
Ecommerce,31.92,78.8,8.73,4.1,4,266,1,0,539680,72.2,107,180,Marketplace,Other,tier2_vc,ex_bigtech,Failure
Other,3.5,120.0,14.0,3.6,1,41,1,0,196563,82.2,78,100,Subscription,Other,tier2_vc,ex_bigtech,Acquisition
SaaS,5.6,120.0,14.0,3.6,1,185,22,1,94493,99.0,66,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.84,300.0,1.26,0.9,9,47,13,1,1199286,243.0,500,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Health,23.88,98.8,32.77,2.8,3,181,19,0,353721,82.0,141,350,Subscription,North America,tier2_vc,serial_founder,Acquisition
SaaS,5.12,120.0,12.8,3.6,1,135,22,1,42043,109.7,29,250,Subscription,North America,tier2_vc,serial_founder,Acquisition
Other,0.0,120.0,0.0,0.0,1,251,24,1,161287,98.9,64,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,4.96,120.0,12.4,3.6,1,47,5,1,31564,106.9,22,250,Subscription,North America,tier2_vc,first_time,Acquisition
Ecommerce,0.3,120.0,0.5,1.5,1,88,9,1,56939,116.5,11,180,Marketplace,North America,angel,serial_founder,Failure
Other,2.0,120.0,8.0,3.6,1,253,20,1,76520,124.8,30,100,Subscription,North America,tier2_vc,academic,Failure
SaaS,0.0,,5.0,0.0,0,176,0,1,154653,,108,250,Subscription,North America,none,first_time,Acquisition
SaaS,5.6,120.0,14.0,3.6,1,151,15,1,196797,90.3,137,250,Subscription,Middle East,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,19,23,0,110707,,44,100,Subscription,North America,none,first_time,Acquisition
SaaS,12.8,120.0,32.0,3.6,1,39,13,1,62783,81.2,43,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,185,11,1,36753,,25,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,34,13,1,150416,,105,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,230,23,1,38663,,15,100,Subscription,North America,none,first_time,IPO
SaaS,0.0,,5.0,0.0,0,121,1,1,30318,,21,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,110,7,0,144220,,57,100,Subscription,Other,none,serial_founder,Acquisition
Health,0.16,120.0,0.8,2.4,1,123,5,1,97438,97.5,38,350,Subscription,Other,none,serial_founder,Failure
SaaS,4.8,120.0,12.0,3.6,1,186,13,1,71786,64.5,50,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,266,21,1,75171,,52,250,Subscription,North America,none,academic,Acquisition
SaaS,4.8,120.0,12.0,3.6,1,21,1,1,102654,73.6,71,250,Subscription,North America,tier2_vc,serial_founder,Acquisition
SaaS,0.08,120.0,0.2,0.6,1,62,23,1,48911,93.3,34,250,Subscription,Other,none,academic,Failure
Other,3.0,120.0,12.0,3.6,1,273,11,1,24043,124.9,9,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,257,1,1,198910,,79,100,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,120.0,0.0,0.0,1,179,4,0,137761,52.8,96,250,Subscription,North America,angel,academic,Failure
Ecommerce,1.77,250.3,1.54,0.4,4,235,3,0,338532,206.2,67,180,Marketplace,North America,none,academic,Failure
SaaS,0.0,,5.0,0.0,0,151,18,0,20059,,14,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,296,23,1,101722,,71,250,Subscription,Other,none,serial_founder,Failure
SaaS,4.22,120.0,10.56,3.6,1,222,10,0,103612,129.1,72,250,Subscription,North America,tier1_vc,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,115,9,0,158072,,63,100,Subscription,Europe,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,197,7,1,67293,,26,100,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,169,4,1,123890,,49,100,Subscription,North America,none,academic,Acquisition
Ecommerce,0.83,120.0,1.39,3.6,1,123,19,1,94149,57.0,18,180,Marketplace,Europe,tier2_vc,academic,Failure
SaaS,0.0,,5.0,0.0,0,93,5,1,170628,,119,250,Subscription,Other,none,serial_founder,Acquisition
SaaS,0.0,120.0,0.0,0.0,1,253,21,1,168019,87.7,117,250,Subscription,Asia,tier2_vc,ex_bigtech,Failure
Other,9.25,116.8,9.0,9.6,4,196,3,1,438048,81.5,175,100,Subscription,North America,tier1_vc,first_time,Acquisition
Other,0.0,120.0,0.0,0.0,1,166,17,0,60955,106.8,24,100,Subscription,Other,tier2_vc,first_time,Failure
Other,15.0,120.0,60.0,3.6,1,101,3,0,147785,89.5,59,100,Subscription,Europe,tier2_vc,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,118,23,0,106525,,42,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,261,19,1,163695,,65,100,Subscription,Other,none,academic,Acquisition
SaaS,4.0,120.0,10.0,3.6,1,130,19,1,47268,88.5,33,250,Subscription,North America,tier2_vc,first_time,Failure
Other,12.55,141.3,29.55,6.1,2,20,15,0,66136,138.8,26,100,Subscription,North America,tier1_vc,ex_bigtech,IPO
Other,0.0,,5.0,0.0,0,102,18,1,40034,,16,100,Subscription,North America,none,first_time,IPO
Other,0.0,,5.0,0.0,0,242,5,0,101525,,40,100,Subscription,Other,none,first_time,Acquisition
Other,1.3,240.0,5.2,3.5,2,291,24,0,282656,195.6,113,100,Subscription,Other,tier2_vc,first_time,Failure
Other,2.5,120.0,10.0,3.6,1,217,23,1,65036,112.2,26,100,Subscription,Europe,tier2_vc,first_time,Acquisition
Other,0.0,,5.0,0.0,0,214,2,1,120087,,48,100,Subscription,North America,none,serial_founder,Acquisition
SaaS,4.0,120.0,10.0,3.6,1,118,22,0,22984,88.5,16,250,Subscription,North America,tier2_vc,first_time,Failure
Other,2.25,120.0,9.0,3.6,1,131,19,0,119548,88.2,47,100,Subscription,North America,tier2_vc,serial_founder,Failure
Other,22.1,120.0,88.42,3.6,1,146,2,0,135182,109.9,54,100,Subscription,Europe,none,academic,Failure
SaaS,3.3,120.0,8.25,3.6,1,174,19,1,184660,72.1,129,250,Subscription,North America,tier2_vc,serial_founder,Acquisition
Ecommerce,1.2,146.0,1.22,5.9,2,67,14,1,233546,101.2,46,180,Marketplace,Other,tier2_vc,academic,Failure
SaaS,0.4,120.0,1.0,3.0,1,152,20,1,36725,117.4,25,250,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,156,15,1,80137,,32,100,Subscription,Other,none,academic,Acquisition
SaaS,0.0,,5.0,0.0,0,177,8,0,124297,,87,250,Subscription,Europe,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,110,8,1,86405,,34,100,Subscription,North America,none,serial_founder,IPO
Other,2.0,120.0,8.0,3.6,1,10,8,1,101765,76.0,40,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,3.17,120.0,7.92,3.6,1,259,21,1,170623,69.4,119,250,Subscription,Europe,tier2_vc,first_time,Acquisition
SaaS,3.08,120.0,7.7,3.6,1,185,9,0,24732,116.9,17,250,Subscription,Oceania,tier2_vc,ex_bigtech,Acquisition
Other,0.5,120.0,2.0,3.6,1,160,23,1,79460,85.6,31,100,Subscription,Other,tier2_vc,first_time,Failure
SaaS,0.0,,5.0,0.0,0,50,0,1,193374,,135,250,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,203,19,0,27892,,11,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,14,4,1,27570,,11,100,Subscription,Europe,none,first_time,Acquisition
SaaS,2.46,120.0,6.14,3.6,1,165,5,1,96339,101.1,67,250,Subscription,North America,tier2_vc,academic,Acquisition
Other,1.5,120.0,6.0,3.6,1,236,8,1,115656,136.2,46,100,Subscription,North America,tier2_vc,first_time,Failure
SaaS,2.4,120.0,6.0,3.6,1,50,20,0,60545,120.5,42,250,Subscription,Other,tier2_vc,serial_founder,Acquisition
SaaS,2.4,120.0,6.0,3.6,1,115,11,1,79082,99.8,55,250,Subscription,North America,tier2_vc,first_time,Acquisition
Other,0.0,120.0,0.0,0.0,1,85,13,0,185786,101.3,74,100,Subscription,Other,angel,first_time,Acquisition
Other,0.0,,5.0,0.0,0,127,8,1,24578,,9,100,Subscription,Other,none,first_time,Acquisition
SaaS,7.68,46.2,3.69,11.9,2,119,23,1,99436,40.4,69,250,Subscription,North America,tier2_vc,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,208,2,0,170978,,119,250,Subscription,North America,none,serial_founder,Acquisition
Ecommerce,0.0,,5.0,0.0,0,181,18,0,132788,,26,180,Marketplace,Other,none,first_time,Failure
SaaS,3.36,120.0,8.4,3.6,1,257,21,0,182654,78.5,127,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,213,0,1,190871,,133,250,Subscription,North America,none,first_time,Acquisition
Other,21.7,71.2,17.16,8.4,3,47,24,0,195150,35.3,78,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,1.64,93.8,1.6,0.0,2,177,1,1,125808,72.1,88,250,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,263,17,1,146575,,102,250,Subscription,North America,none,academic,Acquisition
Other,0.0,,5.0,0.0,0,69,21,1,164678,,65,100,Subscription,North America,none,ex_bigtech,Acquisition
Health,0.0,,5.0,0.0,0,280,15,0,168182,,67,350,Subscription,North America,none,first_time,Acquisition
Ecommerce,1.57,120.0,2.62,3.6,1,94,18,0,53980,127.9,10,180,Marketplace,Europe,none,ex_bigtech,Failure
Other,0.25,120.0,1.0,3.0,1,227,24,0,133552,127.3,53,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.32,120.0,0.81,2.4,1,120,1,1,113497,79.9,79,250,Subscription,Europe,none,ex_bigtech,Failure
Other,0.15,158.1,0.4,0.0,2,46,18,1,52654,102.7,21,100,Subscription,North America,tier2_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,49,1,1,49822,,19,100,Subscription,North America,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,232,3,1,97406,,68,250,Subscription,North America,none,academic,Acquisition
Other,3.0,120.0,12.0,3.6,1,277,6,0,80924,72.9,32,100,Subscription,North America,tier2_vc,first_time,Acquisition
Other,1.2,120.0,4.8,3.6,1,86,19,1,175944,97.8,70,100,Subscription,North America,none,first_time,IPO
Other,5.0,121.7,10.14,3.6,2,199,5,1,390726,99.0,156,100,Subscription,North America,tier2_vc,ex_bigtech,Acquisition
Fintech,0.0,120.0,0.0,0.0,1,290,18,1,102145,75.0,51,200,Transaction-fee,Europe,tier2_vc,ex_bigtech,Failure
SaaS,0.05,120.0,0.12,0.4,1,64,4,1,185480,71.8,129,250,Subscription,North America,none,first_time,Failure
Other,0.0,,5.0,0.0,0,76,10,0,27569,,11,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,164,6,0,104595,,41,100,Subscription,Europe,none,ex_bigtech,Acquisition
SaaS,32.64,55.9,7.6,9.5,5,127,0,1,826135,11.9,500,250,Subscription,North America,tier1_vc,first_time,Acquisition
Health,0.0,,5.0,0.0,0,189,24,0,43930,,17,350,Subscription,Europe,none,ex_bigtech,Acquisition
SaaS,0.0,,5.0,0.0,0,81,17,1,195095,,136,250,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,57,23,1,38323,,15,100,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,27,12,1,158575,,63,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,260,4,0,190933,,76,100,Subscription,North America,none,first_time,IPO
Health,50.4,120.0,252.0,3.6,1,283,0,1,115200,74.1,46,350,Subscription,Europe,none,first_time,IPO
Other,0.0,,5.0,0.0,0,180,21,1,26654,,10,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,112,3,1,167252,,66,100,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,241,7,0,114499,,45,100,Subscription,Other,none,academic,Acquisition
Ecommerce,0.0,,5.0,0.0,0,6,6,0,93130,,18,180,Marketplace,Other,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,24,15,1,177243,,124,250,Subscription,Oceania,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,117,23,1,163104,,65,100,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,213,2,1,141363,,98,250,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,242,12,1,64192,,25,100,Subscription,North America,none,serial_founder,Acquisition
SaaS,0.0,,5.0,0.0,0,127,20,1,20151,,14,250,Subscription,Other,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,123,16,0,132165,,52,100,Subscription,North America,none,first_time,Acquisition
SaaS,1.6,120.0,4.0,3.6,1,42,23,1,61303,117.7,42,250,Subscription,Other,tier2_vc,first_time,Acquisition
Other,0.55,88.1,0.81,0.0,2,166,13,0,122824,55.8,49,100,Subscription,North America,tier2_vc,academic,Acquisition
Other,0.75,120.0,3.0,3.6,1,149,1,1,187774,105.7,75,100,Subscription,Other,tier1_vc,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,21,22,1,194840,,136,250,Subscription,North America,none,first_time,Acquisition
SaaS,0.0,,5.0,0.0,0,196,7,0,118798,,83,250,Subscription,North America,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,234,6,0,98449,,39,100,Subscription,Other,none,first_time,Acquisition
Health,0.33,120.0,1.66,3.6,1,262,13,0,33133,97.2,13,350,Subscription,Middle East,angel,serial_founder,Failure
Other,0.0,,5.0,0.0,0,24,3,0,130121,,52,100,Subscription,Other,none,first_time,Failure
Other,18.15,60.7,12.23,1.5,3,43,22,1,376854,39.4,150,100,Subscription,North America,tier2_vc,first_time,Failure
SaaS,1.6,120.0,4.0,3.6,1,133,1,1,93596,84.7,65,250,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,1.6,120.0,4.0,3.6,1,9,5,0,61754,87.5,43,250,Subscription,Other,tier2_vc,first_time,Acquisition
Other,0.88,120.0,3.52,3.6,1,132,23,0,171525,118.2,68,100,Subscription,Europe,tier2_vc,first_time,Acquisition
SaaS,0.98,120.0,2.44,3.6,1,234,20,1,44046,103.0,30,250,Subscription,Europe,tier2_vc,first_time,Failure
Other,0.58,120.0,2.34,3.6,1,25,24,1,142281,111.1,56,100,Subscription,Other,tier2_vc,serial_founder,Failure
Other,0.1,120.0,0.4,1.2,1,46,7,1,118772,82.5,47,100,Subscription,Asia,tier2_vc,academic,Failure
Other,0.0,,5.0,0.0,0,252,5,1,65450,,26,100,Subscription,North America,none,serial_founder,IPO
Other,0.0,,5.0,0.0,0,145,20,1,108863,,43,100,Subscription,Other,none,first_time,Acquisition
Other,0.0,,5.0,0.0,0,238,7,1,62954,,25,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,12.5,120.0,50.0,3.6,1,296,4,0,70694,126.5,28,100,Subscription,North America,none,academic,IPO
SaaS,8.4,159.9,13.99,1.3,2,266,6,1,272742,107.3,190,250,Subscription,Other,tier2_vc,first_time,Failure
Health,11.08,153.1,35.35,4.7,2,242,2,1,128544,148.0,51,350,Subscription,North America,tier2_vc,academic,Acquisition
Other,0.0,,5.0,0.0,0,84,11,1,79792,,31,100,Subscription,North America,none,first_time,Acquisition
Health,0.0,,5.0,0.0,0,175,20,1,105953,,42,350,Subscription,North America,none,academic,IPO
Health,3.6,120.0,18.0,3.6,1,244,0,1,44855,85.0,17,350,Subscription,North America,none,first_time,IPO
Other,4.06,23.2,1.57,37.2,2,42,24,1,328106,29.1,131,100,Subscription,Europe,tier2_vc,first_time,Acquisition
Other,0.39,120.0,1.58,3.6,1,212,19,1,180923,74.7,72,100,Subscription,Europe,tier2_vc,first_time,Failure
Other,0.3,120.0,1.18,3.6,1,100,20,1,109448,61.0,43,100,Subscription,Europe,tier2_vc,academic,Failure
Other,0.0,,5.0,0.0,0,104,17,1,182713,,73,100,Subscription,Europe,none,academic,Acquisition
Other,0.25,120.0,1.0,3.0,1,262,17,0,109145,87.7,43,100,Subscription,North America,none,serial_founder,Failure
SaaS,4.0,120.0,10.0,3.6,1,243,11,1,189981,80.4,132,250,Subscription,North America,tier1_vc,first_time,Failure
Other,0.0,,5.0,0.0,0,44,20,1,120612,,48,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,247,3,1,185974,,74,100,Subscription,North America,none,serial_founder,Acquisition
Other,0.0,,5.0,0.0,0,6,9,0,182837,,73,100,Subscription,North America,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,8,1,1,89231,,35,100,Subscription,Europe,none,serial_founder,Acquisition
Other,0.85,84.7,1.2,7.8,2,104,9,0,195478,48.7,78,100,Subscription,North America,tier2_vc,first_time,Acquisition
SaaS,0.8,120.0,2.0,3.6,1,42,2,1,81589,73.2,57,250,Subscription,Other,none,serial_founder,Failure
Other,0.22,120.0,0.9,2.7,1,175,2,1,20059,118.0,8,100,Subscription,Middle East,tier2_vc,ex_bigtech,Acquisition
SaaS,0.16,120.0,0.4,1.2,1,174,10,0,71056,103.4,49,250,Subscription,North America,angel,ex_bigtech,Acquisition
Other,0.09,120.0,0.35,1.1,1,58,9,1,189718,86.8,75,100,Subscription,Europe,tier2_vc,first_time,Failure
SaaS,0.0,,5.0,0.0,0,183,0,1,145351,,101,250,Subscription,Europe,none,ex_bigtech,Acquisition
Other,0.0,,5.0,0.0,0,288,14,0,67561,,27,100,Subscription,North America,none,first_time,IPO
